Transaction ID,Date,Account Type,Transaction Amount,Cash Flow,Net Income,Revenue,Expenditure,Profit Margin,Debt-to-Equity Ratio,Operating Expenses,Gross Profit,Transaction Volume,Processing Time (seconds),Accuracy Score,Missing Data Indicator,Normalized Transaction Amount,Transaction Outcome
310,06-11-2025,Asset,2126,1763,"? 2,858.00","? 2,372.00","? 1,708.00",0.24,2.96,1379,"? 1,040.00",4,0.838502697,0.840900989,FALSE,0.412919052,1
311,07-11-2025,Asset,4024,2060,"? 2,342.00",? 710.00,? 515.00,0.70,2.25,2857,"? 1,676.00",1,0.723949065,0.972103457,FALSE,0.800899428,1
312,08-11-2025,Asset,3949,3938,"? 3,935.00",? 531.00,"? 1,133.00",0.77,1.91,1045,"? 3,235.00",8,0.653974127,0.951779351,FALSE,0.785568275,1
313,09-11-2025,Expense,1742,2645,"? 3,988.00","? 2,226.00","? 1,782.00",0.72,2.14,2350,"? 1,677.00",1,1.119501538,0.925777229,FALSE,0.334423549,1
314,10-11-2025,Asset,231,3854,"? 3,708.00",? 855.00,"? 1,243.00",0.25,1.28,1464,"? 1,925.00",4,0.896689637,0.874231723,FALSE,0.025551922,1
315,11-11-2025,Liability,1947,1800,"? 2,301.00","? 2,285.00",? 301.00,0.61,1.10,1252,"? 2,900.00",4,0.998932376,0.929282541,FALSE,0.3763287,1
316,12-11-2025,Revenue,4247,2069,"? 2,201.00","? 2,439.00",? 346.00,0.31,2.26,4200,"? 2,648.00",8,1.116168326,0.948593071,FALSE,0.846484056,1
317,13-11-2025,Asset,1403,4009,? 570.00,? 591.00,"? 2,501.00",0.76,1.96,2130,"? 1,712.00",2,1.318464465,0.882094056,FALSE,0.265126738,1
318,14-11-2025,Expense,4526,4168,? 684.00,"? 2,210.00",? 613.00,0.32,0.92,2445,? 586.00,3,0.530956419,0.856269729,FALSE,0.903515944,1
319,15-11-2025,Asset,295,1508,"? 1,696.00",? 684.00,"? 2,098.00",0.67,2.91,4474,"? 2,738.00",7,1.661817828,0.832567423,FALSE,0.038634505,1
320,16-11-2025,Expense,4564,2070,"? 2,044.00",? 524.00,"? 3,945.00",0.75,1.46,2979,"? 2,841.00",9,0.661548294,0.964228312,FALSE,0.911283729,1
321,17-11-2025,Expense,298,1227,"? 2,242.00",? 611.00,"? 1,423.00",0.32,2.49,4272,"? 3,717.00",2,1.841473281,0.957847545,FALSE,0.039247751,1
322,18-11-2025,Liability,3486,630,"? 3,059.00","? 2,607.00","? 2,503.00",0.61,0.86,4034,"? 3,273.00",4,0.549554575,0.941221179,FALSE,0.690923957,1
323,19-11-2025,Liability,2737,2822,"? 2,520.00","? 1,630.00",? 322.00,0.44,1.10,4034,"? 3,638.00",5,0.99385068,0.946819071,FALSE,0.537816844,0
324,20-11-2025,Revenue,2978,2907,"? 3,881.00","? 4,473.00","? 1,415.00",0.71,1.92,2318,? 398.00,5,1.060108196,0.903719932,FALSE,0.587080948,1
325,21-11-2025,Liability,175,1398,"? 2,620.00","? 1,197.00","? 2,034.00",0.41,2.39,4043,"? 3,973.00",9,1.784078998,0.91137766,FALSE,0.014104661,1
326,22-11-2025,Asset,3125,1103,"? 1,868.00",? 862.00,"? 1,350.00",0.77,2.64,2405,"? 3,016.00",5,1.278986592,0.909968318,FALSE,0.617130008,1
327,23-11-2025,Expense,656,2468,"? 3,523.00","? 2,467.00",? 264.00,0.39,1.30,1097,? 147.00,2,1.173983518,0.852858795,FALSE,0.112428455,1
328,24-11-2025,Liability,4031,748,? 755.00,"? 2,064.00","? 2,601.00",0.52,0.93,968,? 900.00,2,1.484193592,0.89772265,FALSE,0.802330335,1
329,25-11-2025,Expense,3314,4088,? 615.00,"? 3,979.00","? 1,490.00",0.75,1.59,4241,"? 3,725.00",9,1.725715301,0.972480632,FALSE,0.655764513,1
330,26-11-2025,Asset,253,2563,"? 1,048.00","? 4,959.00","? 1,808.00",0.46,1.82,2142,? 829.00,2,1.588221918,0.963500261,FALSE,0.03004906,1
331,27-11-2025,Revenue,1044,3812,"? 1,886.00",? 842.00,"? 3,756.00",0.35,1.46,2988,? 597.00,1,1.259056778,0.875923757,FALSE,0.191741619,1
332,28-11-2025,Asset,2144,4107,? 482.00,"? 2,480.00","? 3,763.00",0.35,0.75,1538,"? 1,284.00",8,1.053221062,0.880053185,FALSE,0.416598528,1
333,29-11-2025,Expense,1080,3181,"? 3,499.00","? 2,243.00","? 1,669.00",0.67,1.56,1567,"? 2,249.00",9,0.526997746,0.901959354,FALSE,0.199100572,1
334,30-11-2025,Liability,830,1721,? 319.00,"? 1,643.00","? 2,870.00",0.51,2.84,1115,"? 1,715.00",5,0.568212475,0.87530994,FALSE,0.147996729,1
335,01-12-2025,Asset,795,2003,"? 3,672.00","? 4,057.00",? 108.00,0.34,0.54,3896,"? 3,173.00",6,1.426287895,0.80889277,FALSE,0.140842191,1
336,02-12-2025,Liability,1056,2361,"? 1,597.00","? 1,367.00","? 1,380.00",0.77,2.91,1871,"? 1,862.00",5,1.29645467,0.842929493,FALSE,0.194194603,0
337,03-12-2025,Revenue,739,3338,? 725.00,"? 3,278.00","? 3,506.00",0.23,1.25,2450,"? 3,288.00",4,1.897578102,0.966886976,FALSE,0.12939493,1
338,04-12-2025,Liability,2138,2333,? 974.00,"? 2,714.00","? 3,985.00",0.59,1.80,2232,"? 3,467.00",6,0.7873172,0.855647948,FALSE,0.415372036,1
339,05-12-2025,Asset,4222,1229,"? 3,025.00","? 4,206.00","? 1,999.00",0.33,2.68,4445,? 520.00,7,1.584467824,0.950697305,FALSE,0.841373671,1
340,06-12-2025,Asset,900,1472,? 216.00,"? 2,585.00",? 959.00,0.64,2.05,1358,"? 2,037.00",5,1.607591378,0.809099835,FALSE,0.162305805,1
341,07-12-2025,Asset,1388,3773,"? 1,294.00","? 4,758.00","? 3,495.00",0.73,2.97,1291,"? 1,214.00",5,1.180023191,0.976084924,FALSE,0.262060507,1
342,08-12-2025,Liability,4984,1844,"? 3,017.00","? 1,919.00",? 937.00,0.62,1.15,3128,"? 2,296.00",4,1.95508481,0.994916865,FALSE,0.997138185,1
343,09-12-2025,Liability,3292,2926,"? 1,418.00","? 4,543.00","? 3,736.00",0.75,2.15,4659,"? 1,942.00",3,1.790580826,0.882260826,FALSE,0.651267375,1
344,10-12-2025,Asset,4770,886,"? 3,352.00","? 1,391.00","? 3,716.00",0.64,1.59,1825,"? 3,747.00",9,1.897040805,0.960667988,FALSE,0.953393295,1
345,11-12-2025,Expense,2203,3236,"? 1,615.00","? 1,408.00",? 163.00,0.68,1.16,2043,"? 3,320.00",7,1.868768931,0.816399486,FALSE,0.428659035,1
346,12-12-2025,Revenue,4865,3059,"? 2,722.00","? 1,831.00","? 2,253.00",0.68,0.66,3509,? 286.00,2,0.846856296,0.963998698,FALSE,0.972812756,1
347,13-12-2025,Liability,4763,915,"? 1,246.00","? 1,147.00","? 3,011.00",0.76,1.05,2802,"? 3,062.00",8,0.500066269,0.967517478,FALSE,0.951962388,1
348,14-12-2025,Liability,2009,3575,"? 2,922.00","? 2,538.00",? 476.00,0.41,1.05,491,? 779.00,2,1.025439371,0.829160275,TRUE,0.389002453,1
349,15-12-2025,Asset,432,4311,"? 1,266.00",? 485.00,"? 3,199.00",0.50,0.95,2463,"? 1,930.00",1,1.801334137,0.860692331,FALSE,0.066639411,1
350,16-12-2025,Asset,4995,3601,"? 3,988.00","? 4,600.00","? 2,151.00",0.58,2.97,3478,? 710.00,8,1.439843466,0.802265925,TRUE,0.999386754,1
351,17-12-2025,Revenue,3663,2705,"? 3,489.00","? 2,409.00","? 3,003.00",0.67,2.79,2269,"? 2,528.00",4,1.026594039,0.847166492,FALSE,0.727105478,1
352,18-12-2025,Expense,604,3247,"? 2,719.00",? 631.00,"? 2,714.00",0.60,1.70,896,"? 3,480.00",6,1.056921493,0.881123989,FALSE,0.101798855,1
353,19-12-2025,Revenue,3815,3187,"? 2,027.00","? 2,830.00","? 1,028.00",0.34,0.80,3889,"? 1,201.00",8,1.652260753,0.987457039,FALSE,0.758176615,1
354,20-12-2025,Liability,1709,2062,"? 2,707.00","? 4,014.00","? 3,722.00",0.49,1.22,1579,"? 3,927.00",2,1.057022749,0.831628217,FALSE,0.327677841,1
355,21-12-2025,Liability,1552,1158,? 469.00,"? 3,339.00","? 3,536.00",0.41,2.52,2855,"? 1,283.00",1,0.633641541,0.982579825,FALSE,0.295584628,1
356,22-12-2025,Revenue,2978,1270,"? 3,492.00",? 476.00,"? 2,308.00",0.25,1.73,4503,"? 2,004.00",8,0.961144313,0.819394852,FALSE,0.587080948,1
357,23-12-2025,Liability,3157,2057,? 355.00,? 540.00,? 860.00,0.72,2.26,1563,? 377.00,8,1.067996115,0.988582001,FALSE,0.6236713,1
358,24-12-2025,Asset,797,3241,"? 3,216.00",? 373.00,? 798.00,0.78,2.12,3260,"? 2,408.00",2,1.054467143,0.866008401,FALSE,0.141251022,1
359,25-12-2025,Asset,2981,3076,"? 1,788.00","? 2,739.00","? 1,226.00",0.26,1.25,4257,"? 1,844.00",5,0.555401048,0.98093623,FALSE,0.587694195,1
360,26-12-2025,Liability,1560,2261,? 482.00,"? 1,426.00",? 827.00,0.78,2.59,1839,"? 1,576.00",2,1.046021727,0.910216762,FALSE,0.297219951,1
361,27-12-2025,Expense,4728,3381,"? 3,225.00","? 4,706.00","? 2,944.00",0.26,1.07,643,"? 1,259.00",2,1.606768677,0.949019324,FALSE,0.94480785,1
362,28-12-2025,Asset,1264,593,"? 2,913.00",? 776.00,"? 3,734.00",0.39,0.92,3659,"? 3,431.00",1,1.577572106,0.871713169,FALSE,0.236713001,1
363,29-12-2025,Expense,281,2022,"? 1,274.00","? 1,495.00",? 170.00,0.79,0.62,4055,"? 1,846.00",6,1.256934891,0.950416842,FALSE,0.03577269,1
364,30-12-2025,Liability,818,4252,"? 2,946.00","? 4,964.00","? 1,722.00",0.58,2.93,2905,"? 3,995.00",5,1.312045923,0.916678048,FALSE,0.145543745,1
365,31-12-2025,Asset,3149,1171,? 782.00,"? 3,408.00",? 974.00,0.50,1.59,4175,? 741.00,2,0.991949293,0.987563045,FALSE,0.622035977,1
366,01-01-2026,Asset,2837,4445,"? 3,056.00","? 2,493.00",? 349.00,0.33,2.95,2245,? 386.00,4,1.078360238,0.853934997,FALSE,0.558258381,1
367,02-01-2026,Liability,1635,1425,"? 2,365.00","? 3,200.00","? 1,860.00",0.36,1.37,4722,"? 1,987.00",7,1.322981697,0.8221752,FALSE,0.312551104,1
368,03-01-2026,Expense,4139,2737,"? 2,994.00","? 4,036.00",? 855.00,0.77,0.65,4838,"? 1,085.00",8,0.663897947,0.884398297,FALSE,0.824407195,1
369,04-01-2026,Expense,4669,4262,"? 2,783.00","? 2,546.00","? 3,064.00",0.70,0.65,3652,"? 3,566.00",9,1.216098673,0.827854238,FALSE,0.932747343,1
370,05-01-2026,Expense,3019,1189,"? 3,877.00","? 1,312.00","? 2,299.00",0.68,1.09,2773,"? 2,974.00",6,1.227113298,0.904697008,TRUE,0.595461979,1
371,06-01-2026,Expense,1236,4048,"? 2,327.00","? 3,082.00",? 236.00,0.45,0.69,4488,"? 3,790.00",1,1.408465397,0.818414865,FALSE,0.23098937,1
372,07-01-2026,Revenue,3983,2956,"? 3,844.00","? 3,009.00","? 3,521.00",0.21,1.68,1757,"? 3,092.00",3,1.589914008,0.983080688,FALSE,0.792518397,1
373,08-01-2026,Asset,1186,3646,"? 3,753.00","? 1,136.00","? 3,329.00",0.39,2.25,1424,"? 1,044.00",4,1.191016692,0.857434687,FALSE,0.220768602,1
374,09-01-2026,Asset,3855,590,? 918.00,"? 4,138.00","? 3,009.00",0.72,2.88,184,? 231.00,7,1.904254973,0.874592322,FALSE,0.76635323,1
375,10-01-2026,Expense,2300,899,"? 1,877.00","? 1,774.00","? 2,724.00",0.38,1.05,3354,? 927.00,1,1.582682135,0.974735588,FALSE,0.448487326,1
376,11-01-2026,Revenue,816,852,"? 3,763.00","? 1,791.00","? 3,523.00",0.54,0.91,3363,? 749.00,7,1.47379003,0.862764724,FALSE,0.145134914,0
377,12-01-2026,Expense,3905,3355,"? 2,464.00",? 648.00,"? 3,342.00",0.29,2.97,1563,"? 1,122.00",3,1.453615862,0.876676241,FALSE,0.776573998,1
378,13-01-2026,Asset,298,3212,"? 1,287.00","? 2,325.00","? 2,977.00",0.61,2.00,801,"? 3,540.00",7,1.332948309,0.817459255,FALSE,0.039247751,1
379,14-01-2026,Revenue,443,3106,"? 3,134.00","? 1,070.00",? 143.00,0.74,1.46,896,"? 2,524.00",7,0.966687102,0.858802161,FALSE,0.06888798,1
380,15-01-2026,Liability,2984,2446,"? 3,444.00","? 4,685.00","? 3,047.00",0.67,2.79,4570,"? 2,015.00",1,0.583407246,0.809832963,FALSE,0.588307441,1
381,16-01-2026,Asset,3961,2023,"? 1,167.00","? 3,820.00","? 2,811.00",0.57,1.88,272,"? 2,998.00",1,1.890751327,0.983194923,FALSE,0.788021259,1
382,17-01-2026,Revenue,1186,616,"? 1,587.00","? 1,286.00","? 2,125.00",0.47,2.58,2854,"? 2,841.00",6,1.734399749,0.895398498,FALSE,0.220768602,1
383,18-01-2026,Expense,4402,2930,"? 1,871.00","? 4,122.00","? 1,015.00",0.78,2.88,1928,? 283.00,1,1.121007882,0.825154589,FALSE,0.878168438,1
384,19-01-2026,Expense,4870,3696,"? 3,410.00","? 4,871.00","? 3,503.00",0.80,0.55,4457,? 761.00,5,1.239497554,0.95855684,FALSE,0.973834832,1
385,20-01-2026,Liability,356,1237,? 490.00,? 379.00,? 303.00,0.60,2.24,1345,"? 3,511.00",4,1.207212876,0.834031617,FALSE,0.051103843,1
386,21-01-2026,Revenue,3581,3112,"? 3,868.00","? 1,645.00","? 1,730.00",0.22,0.61,865,"? 2,847.00",3,1.670155528,0.995581745,FALSE,0.710343418,1
387,22-01-2026,Revenue,2888,3232,? 439.00,"? 1,751.00","? 1,940.00",0.27,2.52,3832,"? 1,271.00",8,0.641799473,0.821449673,FALSE,0.568683565,1
388,23-01-2026,Revenue,1892,4381,"? 2,039.00","? 4,658.00","? 1,952.00",0.67,1.09,2852,? 949.00,3,0.904178324,0.999013018,FALSE,0.365085854,1
389,24-01-2026,Asset,4036,1080,"? 1,757.00","? 1,668.00","? 1,930.00",0.68,0.56,2813,"? 1,154.00",8,0.587628196,0.995944696,FALSE,0.803352412,1
390,25-01-2026,Revenue,3557,726,"? 1,767.00","? 2,491.00","? 1,590.00",0.71,0.88,1929,? 659.00,5,1.872746893,0.970118346,FALSE,0.705437449,1
391,26-01-2026,Revenue,1839,1156,? 919.00,? 845.00,? 999.00,0.72,2.70,3955,? 131.00,1,1.490323757,0.838749203,FALSE,0.35425184,1
392,27-01-2026,Expense,4421,2639,"? 3,625.00",? 565.00,? 831.00,0.57,1.43,2966,"? 1,739.00",8,1.976125291,0.845334425,FALSE,0.88205233,1
393,28-01-2026,Asset,3357,678,"? 2,970.00","? 2,803.00",? 372.00,0.26,0.76,572,"? 1,006.00",3,0.898024646,0.87733863,FALSE,0.664554374,1
394,29-01-2026,Asset,1465,2111,"? 2,179.00","? 1,340.00","? 3,162.00",0.35,0.85,818,"? 3,333.00",6,0.802612558,0.837678834,FALSE,0.277800491,1
395,30-01-2026,Expense,4548,4215,"? 1,825.00","? 1,226.00","? 2,761.00",0.27,2.24,1743,? 777.00,1,1.216426374,0.863148898,FALSE,0.908013083,1
396,31-01-2026,Liability,109,1431,"? 1,999.00","? 1,922.00","? 2,081.00",0.43,1.43,767,? 578.00,6,1.261753054,0.818116824,FALSE,0.000613246,1
397,01-02-2026,Expense,779,2202,"? 3,990.00","? 2,042.00","? 1,145.00",0.54,1.33,2281,"? 2,234.00",1,0.667487297,0.991247936,FALSE,0.137571545,1
398,02-02-2026,Asset,3963,2537,"? 1,289.00","? 1,735.00",? 162.00,0.41,1.10,205,"? 2,032.00",5,1.584227946,0.822785559,FALSE,0.78843009,0
399,03-02-2026,Asset,290,2617,"? 1,543.00","? 3,504.00","? 3,691.00",0.43,2.13,625,"? 3,812.00",4,0.850462561,0.920245631,FALSE,0.037612428,1
400,04-02-2026,Asset,1197,3675,? 392.00,"? 2,502.00","? 1,177.00",0.79,1.55,642,? 449.00,2,0.666056812,0.910789499,FALSE,0.223017171,1
401,05-02-2026,Asset,211,1081,"? 1,190.00","? 2,412.00","? 3,210.00",0.57,0.68,271,? 775.00,9,0.615401802,0.821135973,FALSE,0.021463614,1
402,06-02-2026,Revenue,401,4075,"? 2,547.00",? 436.00,"? 2,197.00",0.29,2.37,1076,"? 3,586.00",5,1.520944981,0.812233209,FALSE,0.060302535,1
403,07-02-2026,Asset,1553,3069,"? 3,231.00","? 1,753.00","? 2,151.00",0.59,1.94,4280,"? 2,703.00",2,0.839687546,0.897242904,FALSE,0.295789043,1
404,08-02-2026,Expense,2703,2916,"? 2,523.00",? 322.00,"? 1,545.00",0.37,2.78,793,"? 3,362.00",6,1.241202288,0.969506777,FALSE,0.530866721,1
405,09-02-2026,Asset,1456,2676,"? 3,992.00","? 3,524.00",? 715.00,0.25,1.80,1606,"? 1,664.00",7,1.83073476,0.846519342,FALSE,0.275960752,1
406,10-02-2026,Liability,1467,2412,"? 1,454.00","? 4,883.00",? 890.00,0.41,2.29,3172,? 283.00,3,1.374768711,0.833711105,FALSE,0.278209321,1
407,11-02-2026,Liability,3086,2061,? 326.00,"? 2,511.00","? 1,683.00",0.24,1.08,1956,? 697.00,7,1.517872297,0.804516742,FALSE,0.609157809,1
408,12-02-2026,Expense,3495,1326,"? 2,338.00","? 3,137.00","? 3,473.00",0.43,1.27,1420,"? 3,144.00",3,1.121713106,0.972650931,FALSE,0.692763696,1
409,13-02-2026,Liability,4558,2263,"? 2,117.00","? 3,312.00",? 791.00,0.28,1.09,1197,"? 3,477.00",3,1.291032424,0.846305708,FALSE,0.910057236,1
410,14-02-2026,Liability,2899,1430,"? 2,518.00","? 2,733.00","? 2,097.00",0.27,1.71,2779,"? 1,483.00",9,0.956458986,0.858960762,FALSE,0.570932134,1
411,15-02-2026,Expense,1953,1500,? 732.00,"? 4,881.00",? 910.00,0.59,1.76,354,"? 1,281.00",8,0.584961714,0.918662259,FALSE,0.377555192,1
412,16-02-2026,Asset,2805,3724,? 974.00,"? 4,544.00","? 2,789.00",0.63,0.56,1350,"? 2,864.00",9,0.873500546,0.81683751,FALSE,0.551717089,1
413,17-02-2026,Asset,1170,3254,"? 2,726.00","? 1,331.00","? 2,162.00",0.36,1.09,2613,? 645.00,4,1.977200298,0.926966759,FALSE,0.217497956,1
414,18-02-2026,Asset,2888,1807,? 745.00,"? 2,092.00","? 1,934.00",0.23,1.94,4633,"? 3,243.00",1,1.961706955,0.866984094,FALSE,0.568683565,1
415,19-02-2026,Asset,4959,1955,"? 2,923.00","? 2,106.00",? 402.00,0.70,1.92,2644,"? 1,845.00",3,1.360366944,0.840887344,FALSE,0.9920278,1
416,20-02-2026,Liability,2076,4466,"? 2,125.00","? 4,310.00","? 3,115.00",0.49,2.56,2695,"? 1,598.00",9,0.593502835,0.809906391,FALSE,0.402698283,1
417,21-02-2026,Liability,3638,765,"? 2,224.00","? 1,127.00",? 893.00,0.25,0.72,391,"? 2,168.00",6,1.468209946,0.9247731,FALSE,0.721995094,1
418,22-02-2026,Asset,2406,1020,"? 3,759.00","? 3,794.00","? 3,287.00",0.65,2.29,2469,"? 1,769.00",1,1.810879468,0.909348755,FALSE,0.470155356,1
419,23-02-2026,Asset,1719,1249,"? 1,405.00","? 2,701.00","? 2,237.00",0.48,1.84,3439,"? 1,452.00",9,0.58111705,0.835019362,FALSE,0.329721995,1
420,24-02-2026,Revenue,577,675,"? 3,492.00","? 3,907.00","? 2,321.00",0.40,2.68,3602,"? 1,281.00",3,0.60544,0.851271865,FALSE,0.09627964,1
421,25-02-2026,Revenue,2515,2435,? 302.00,"? 2,660.00","? 1,069.00",0.60,1.85,2684,"? 2,838.00",2,1.583272011,0.889940528,FALSE,0.492436631,1
422,26-02-2026,Asset,2354,1421,"? 1,150.00",? 744.00,"? 2,757.00",0.26,1.85,3949,? 807.00,6,1.407392538,0.8804952,FALSE,0.459525756,1
423,27-02-2026,Liability,229,1394,"? 1,513.00","? 4,244.00","? 3,438.00",0.30,2.45,3364,"? 1,553.00",6,1.254425315,0.877929579,FALSE,0.025143091,1
424,28-02-2026,Liability,1988,3854,? 653.00,? 382.00,"? 2,555.00",0.23,0.87,1689,"? 3,400.00",4,1.632295624,0.96862031,FALSE,0.38470973,1
425,01-03-2026,Expense,558,3967,"? 2,446.00","? 2,357.00",? 697.00,0.53,1.71,2294,"? 1,287.00",7,1.47434926,0.945749969,FALSE,0.092395748,1
426,02-03-2026,Expense,4252,4368,"? 3,233.00","? 4,521.00",? 200.00,0.33,2.10,944,? 145.00,3,0.984479498,0.991561443,FALSE,0.847506132,1
427,03-03-2026,Asset,1144,854,"? 3,181.00","? 4,731.00","? 1,189.00",0.56,2.75,1874,"? 3,045.00",8,1.943738472,0.85990803,FALSE,0.212183156,1
428,04-03-2026,Expense,2289,1999,"? 1,571.00","? 1,552.00","? 3,147.00",0.57,2.78,1389,"? 1,232.00",6,1.960819499,0.811192737,FALSE,0.446238757,1
429,05-03-2026,Revenue,695,727,"? 3,955.00","? 3,888.00","? 1,443.00",0.39,2.06,2263,"? 2,850.00",7,0.775784079,0.908125804,FALSE,0.120400654,1
430,06-03-2026,Liability,4631,2727,"? 3,603.00","? 2,323.00","? 3,783.00",0.59,0.56,807,"? 3,138.00",8,0.86446743,0.859662685,FALSE,0.924979558,1
431,07-03-2026,Revenue,299,2131,"? 3,865.00","? 3,488.00","? 2,245.00",0.27,2.09,1052,"? 3,849.00",1,1.136642939,0.964009757,FALSE,0.039452167,1
432,08-03-2026,Expense,4854,2012,"? 1,030.00","? 4,507.00","? 2,206.00",0.30,0.52,1439,"? 2,807.00",5,0.652845023,0.808901878,FALSE,0.970564186,1
433,09-03-2026,Asset,4772,4355,"? 2,227.00","? 2,747.00","? 2,616.00",0.28,2.43,3453,"? 1,487.00",8,1.026165105,0.945271139,FALSE,0.953802126,1
434,10-03-2026,Revenue,1359,1185,? 428.00,"? 3,029.00","? 1,895.00",0.42,2.70,2712,"? 2,939.00",7,1.631318158,0.812400422,FALSE,0.256132461,1
435,11-03-2026,Revenue,1290,1930,"? 3,491.00",? 552.00,"? 1,467.00",0.21,1.10,4837,"? 1,041.00",8,1.26561781,0.975289066,FALSE,0.2420278,1
436,12-03-2026,Liability,591,1765,"? 3,123.00","? 2,760.00",? 610.00,0.66,1.51,2461,"? 2,810.00",8,0.633797423,0.956287843,FALSE,0.099141455,1
437,13-03-2026,Liability,4509,2712,"? 2,461.00","? 1,448.00","? 1,127.00",0.34,2.92,1101,"? 1,008.00",5,1.526241276,0.954944475,FALSE,0.900040883,1
438,14-03-2026,Asset,3844,3189,? 833.00,"? 2,359.00","? 3,073.00",0.48,1.46,122,"? 1,068.00",1,1.766136248,0.966085696,TRUE,0.764104661,1
439,15-03-2026,Expense,2096,2478,? 624.00,"? 4,959.00","? 2,714.00",0.36,0.75,158,"? 2,456.00",1,0.962476116,0.947296843,FALSE,0.40678659,1
440,16-03-2026,Asset,2992,1656,"? 2,865.00",? 481.00,"? 1,392.00",0.54,1.44,4871,"? 2,195.00",9,0.812556035,0.828596068,FALSE,0.589942764,1
441,17-03-2026,Asset,726,3402,"? 2,845.00",? 896.00,? 614.00,0.58,1.99,892,"? 3,129.00",7,1.8626686,0.809516533,FALSE,0.126737531,1
442,18-03-2026,Revenue,4985,3412,? 942.00,"? 3,096.00",? 922.00,0.63,1.94,3283,"? 2,217.00",5,0.649979145,0.927012779,FALSE,0.9973426,1
443,19-03-2026,Expense,957,855,"? 2,030.00","? 1,255.00",? 568.00,0.49,2.17,2934,"? 2,983.00",3,1.768351607,0.966760352,FALSE,0.173957482,1
444,20-03-2026,Liability,3585,2912,"? 2,672.00","? 3,555.00","? 1,561.00",0.76,2.28,3683,"? 1,487.00",2,0.838390837,0.952070197,FALSE,0.711161079,1
445,21-03-2026,Liability,3433,975,? 873.00,"? 2,734.00","? 3,668.00",0.63,3.00,4433,? 714.00,2,0.886692178,0.801414609,FALSE,0.680089943,1
446,22-03-2026,Expense,4632,806,"? 3,589.00","? 4,471.00",? 287.00,0.54,1.37,181,"? 3,945.00",4,0.575590434,0.895403055,FALSE,0.925183974,1
447,23-03-2026,Expense,1288,751,"? 2,001.00",? 397.00,"? 2,940.00",0.50,2.19,1037,"? 3,775.00",1,1.74839777,0.960348293,FALSE,0.24161897,1
448,24-03-2026,Liability,1204,2974,? 464.00,? 419.00,"? 3,256.00",0.23,1.37,1356,"? 3,352.00",8,1.440322406,0.812515483,FALSE,0.224448078,1
449,25-03-2026,Expense,4720,2591,"? 3,780.00","? 4,194.00","? 2,072.00",0.49,1.72,2819,"? 3,976.00",7,0.602849219,0.883962299,FALSE,0.943172527,1
450,26-03-2026,Liability,3990,3734,"? 3,919.00","? 4,610.00","? 1,752.00",0.27,2.44,2569,"? 2,326.00",4,1.584726048,0.860067014,FALSE,0.793949305,1
451,27-03-2026,Expense,1288,862,"? 1,165.00","? 4,739.00","? 3,857.00",0.35,0.65,4585,"? 1,357.00",8,1.157757317,0.870556397,FALSE,0.24161897,1
452,28-03-2026,Expense,2665,4111,"? 2,395.00","? 1,507.00","? 3,589.00",0.29,2.77,3382,? 121.00,1,0.828449752,0.913311031,FALSE,0.523098937,1
453,29-03-2026,Revenue,2422,4319,? 699.00,"? 2,643.00","? 2,203.00",0.39,1.90,2139,"? 1,706.00",8,0.875611732,0.941729814,FALSE,0.473426002,1
454,30-03-2026,Asset,498,1485,"? 3,827.00","? 1,315.00",? 878.00,0.76,1.00,4388,"? 2,598.00",9,1.35445689,0.997225746,FALSE,0.080130826,1
455,31-03-2026,Revenue,1955,861,? 335.00,"? 1,726.00","? 2,055.00",0.74,0.83,4605,"? 2,670.00",1,0.808654457,0.883153382,FALSE,0.377964023,1
456,01-04-2026,Expense,2676,4167,"? 1,263.00","? 3,574.00",? 721.00,0.35,0.63,475,? 372.00,3,1.976470186,0.825567192,FALSE,0.525347506,1
457,02-04-2026,Revenue,4206,3025,"? 1,566.00","? 1,803.00","? 2,700.00",0.30,2.10,1665,"? 2,951.00",7,0.967785045,0.862882927,FALSE,0.838103025,1
458,03-04-2026,Liability,4711,655,"? 2,638.00",? 988.00,? 956.00,0.67,1.35,2248,"? 2,683.00",9,1.676756157,0.914744164,FALSE,0.941332788,1
459,04-04-2026,Revenue,3581,4194,? 336.00,"? 1,231.00","? 2,870.00",0.40,2.58,3681,"? 2,923.00",3,1.526078321,0.910044445,FALSE,0.710343418,1
460,05-04-2026,Revenue,4991,667,"? 2,419.00",? 817.00,? 203.00,0.69,2.13,3284,"? 3,429.00",7,1.413580046,0.999837238,FALSE,0.998569092,1
461,06-04-2026,Asset,1157,2523,"? 2,482.00","? 2,164.00","? 2,804.00",0.42,1.24,2371,"? 3,995.00",2,1.772415912,0.815828599,FALSE,0.214840556,1
462,07-04-2026,Asset,3682,957,"? 1,179.00","? 2,913.00","? 2,151.00",0.46,2.55,982,"? 1,836.00",3,1.718943748,0.977160671,FALSE,0.73098937,1
463,08-04-2026,Asset,1118,4136,"? 2,072.00","? 2,346.00","? 2,714.00",0.36,1.72,4537,? 843.00,8,1.511743512,0.920725968,FALSE,0.206868357,1
464,09-04-2026,Expense,3248,2767,"? 1,141.00","? 4,209.00","? 3,673.00",0.61,1.12,2326,"? 1,736.00",7,1.317531243,0.951443281,FALSE,0.642273099,1
465,10-04-2026,Revenue,4561,3902,"? 2,003.00","? 1,317.00","? 1,247.00",0.57,1.86,1336,"? 1,572.00",2,1.662418227,0.970792408,FALSE,0.910670482,1
